Text,Label
Explain injection moulding process with suitable sketch.,Understanding
Explain the concept of circular queue with an example.,Understanding
Explain in brief exploration methods in production of crude petroleum.,Remembering
What is Lattice?,Remembering
Design and implement Full Subtractor using PAL?,Applying
What are the fundamental requirements of residential building?,Remembering
Discuss DHCP protocol in details.,Remembering
A plane element is subjected to stresses as shown in figure 6.,Applying
Write a program in C language assign highest priority to INT 1 interrupt.,Applying
Explain brass and its types with suitable examples.,Remembering
Define field with an example.,Remembering
What are the steps in design in animation sequence?,Remembering
Describe the procedure for Vane Shear Test.,Remembering
In a certain company install 2000 LED bulbs on each floor.,Applying
Discuss in detail with a case history how geological investigations have helped for proper site of Dam.,Analysing
Explain the operation of a precision full wave rectifier with necessary waveforms.,Remembering
Define control valve.,Remembering
Obtain the expression for state transition matrix using Laplace transform method and state any four properties of state transition matrix.,Understanding
Draw interfacing diagram of ADC and draw a flow chart to read ADC.,Understanding
Explain the representation of polynomial using GLL.,Analysing
State and write properties of materials used for solders and materials used for different types of fuses.,Remembering
Explain stream classes hierarchy for file handling in C++.,Remembering
What is Software Reuse?,Remembering
Define steel?,Remembering
Differentiate between particulate fluidization and aggregative fluidization.,Analysing
What is high pass filter?,Remembering
Explain the Gauss Jordan method used for the solution of the linear simultaneous equation.,Remembering
State various methods of rapid prototype.,Remembering
How do you measure flow using an electromagnetic flow meter?,Applying
How O.,Understanding
Explain dynamic branch prediction and delayed branch prediction for MIPS pipeline with suitable diagram and example.,Understanding
Determine the plastic moment at collapse for the continuous beam ABCD loaded with ultimate load as shown in figure with contant Mp.,Analysing
What is lead wire compensations for RTD?,Remembering
Write in brief advantages and disadvantages of wind energy.,Remembering
A piston filled with 0.,Remembering
State any 4 use of single phase induction motor?,Remembering
Use minimum 8 functions of vector STL.,Remembering
Explain in details IEEE Standards for Representing floating point Numbers in following formats.,Understanding
Write note on CLK2 and Internal processor clock.,Understanding
Types of shrinkage in concrete.,Remembering
Explain Serial port structure of 8051 microcontroller.,Remembering
State and explain factors affecting shear strength of cohesive and cohesionless soil.,Remembering
Explain any four extrusion process variables with sketch.,Remembering
What is table overflow and how it is handled using extendible hashing?,Remembering
Waht is sequential file organization?,Remembering
With the help of neat diagram explain working of IC 555 as a Astable Multivibrator.,Remembering
A 250 V d.,Applying
What is dynamic data structure.,Remembering
Derive 3D transformation matrix for rotation about a principal axis.,Analysing
Find the Fourier Transform of the signum function.,Applying
What is LANDSLIDE?,Remembering
Explain control valve characteristics with neat sketch in brief.,Remembering
State following statements are True of False.,Remembering
List the desirable properties of decompostion.,Remembering
Describe various types of allowances used in time study.,Remembering
Draw powerflow diagram of DC motor write the respective expressions of Power and losses involved.,Understanding
What is stream?,Remembering
A transmission line has a span of 220 m between level supports.,Remembering
Write  short note on shaded pole induction motor.,Understanding
Write a program in C language to generate a square wave form on pin 5 of port 1.,Applying
State different objective of D.,Remembering
Derive an expression of velocity and shear stress distribution for laminar flow through pipe.,Analysing
Give any 3 points of comparison between 1 wattmeter method and 2 Wattmeter method for measurement of active power in a 3 phase circuit.,Analysing
Explain in brief main classes of soaps.,Remembering
Describe the fuel cell.,Understanding
Explain the working of circular queue.,Remembering
Define with an example:,Remembering
Explain grid connected wind energy conversion system with the help of neat diagram.,Remembering
